영역,교재,페이지,등급,등급명,사고사례,등급사유
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,23,3,구체적 대책,아니오,"안전 17건 [안전(9), 유해(3), 위험(2), MSDS(2), 화재(1)] + 조치 8건 [방지(3), 대처(2), 환기(2), 착용(1)]"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,24,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 위험(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,25,2,형식적 언급,아니오,"안전 6건 [안전(5), 누출(1)], 조치 1건 [착용(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,26,2,형식적 언급,아니오,"안전 9건 [안전(6), 위험(1), 누출(1), 유의 사항(1)], 조치 1건 [착용(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,27,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,28,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 인화(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,29,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,31,2,형식적 언급,아니오,"안전 8건 [안전(5), 폭발(2), 위험(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,32,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 위험(1), 화재(1), 폭발(1), 주의(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,33,2,형식적 언급,아니오,"안전 6건 [안전(6)], 구체적 조치 언급 없음"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,34,2,형식적 언급,아니오,"안전 8건 [안전(4), 폭발(2), 위험(1), 주의(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,35,1,미흡·없음,아니오,키워드 4건 (5건 이하): 안전(4)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,37,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(4), 폭발(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,38,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,39,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 폭발(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,40,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,41,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,42,2,형식적 언급,아니오,"안전 8건 [안전(4), 사고(2), 위험(1), 주의(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,43,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 폭발(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,47,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 위험(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,48,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(1), 유해(1), 폭발(1), 주의(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,49,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 주의(2), 안전(1), 유해(1), 인화(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,50,2,형식적 언급,아니오,"안전 12건 [안전(9), 누출(2), 위험(1)], 조치 1건 [보호복(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,51,2,형식적 언급,아니오,"안전 7건 [안전(4), 누출(2), 사고(1)], 조치 2건 [방지(1), 대처(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,52,2,형식적 언급,아니오,"안전 19건 [안전(13), 누출(3), 위험(2), 주의(1)], 조치 4건 [방지(2), 대처(1), 방독면(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,53,2,형식적 언급,아니오,"안전 11건 [안전(6), 누출(3), 위험(1), 주의(1)], 조치 3건 [환기(2), 착용(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,54,2,형식적 언급,아니오,"안전 12건 [안전(8), 누출(2), 사고(1), 유해(1)], 조치 2건 [대처(2)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,56,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(1), 폭발(1), 유의 사항(1), 인화(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,57,1,미흡·없음,아니오,키워드 5건 (5건 이하): 안전(5)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,58,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,59,2,형식적 언급,아니오,"안전 12건 [안전(6), 화재(2), 폭발(2), 위험(1), 누출(1)], 조치 3건 [예방(1), 안전장치(1), 차단(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,60,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,61,1,미흡·없음,아니오,키워드 4건 (5건 이하): 안전(4)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,62,2,형식적 언급,아니오,"안전 9건 [안전(4), 화재(2), 위험(1), 폭발(1), 누출(1)], 조치 1건 [환기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,63,2,형식적 언급,아니오,"안전 7건 [안전(6), 사고(1)], 조치 3건 [방지(1), 안전장치(1), 환기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,64,2,형식적 언급,아니오,"안전 10건 [안전(6), 누출(2), 위험(1), 화재(1)], 조치 3건 [차단(2), 안전장치(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,66,2,형식적 언급,아니오,"안전 9건 [안전(7), 위험(2)], 조치 1건 [대처(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,67,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 누출(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,68,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,70,1,미흡·없음,아니오,키워드 3건 (5건 이하): 안전(3)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,73,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,74,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,75,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,76,3,구체적 대책,아니오,"안전 21건 [안전(10), 위험(5), 누출(2), 중독(1), 화재(1)] + 조치 5건 [대처(2), 차단(1), 착용(1), 대피(1)]"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,77,3,구체적 대책,아니오,"안전 20건 [안전(9), 누출(4), 사고(2), 주의(2), 위험(1)] + 조치 11건 [대처(2), 환기(2), 착용(2), 대피(2), 방지(1)]"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,79,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 위험(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,83,3,구체적 대책,아니오,"안전 10건 [안전(6), 위험(2), 화재(1), 누출(1)] + 조치 6건 [예방(2), 대처(1), 환기(1), 차단(1), 소화기(1)]"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,84,2,형식적 언급,아니오,"안전 13건 [안전(6), 사고(2), 위험(2), 화재(1), 누출(1)], 조치 4건 [대처(2), 예방(1), 착용(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,85,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,86,2,형식적 언급,아니오,"안전 6건 [안전(6)], 조치 1건 [환기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,87,2,형식적 언급,아니오,"안전 13건 [안전(9), 사고(1), 위험(1), 화재(1), 누출(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,88,3,구체적 대책,아니오,"안전 18건 [누출(7), 위험(4), 안전(3), 화재(2), 주의(2)] + 조치 9건 [대처(2), 환기(2), 소화기(2), 방지(1), 착용(1)]"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,89,2,형식적 언급,아니오,"안전 11건 [안전(6), 사고(2), 폭발(1), 유의 사항(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,90,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(4), 유의 사항(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,91,2,형식적 언급,아니오,"안전 7건 [안전(5), 화재(1), 누출(1)], 조치 1건 [대처(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,92,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(4), 누출(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,93,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,95,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 누출(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,96,2,형식적 언급,아니오,"안전 9건 [안전(7), 화재(1), 누출(1)], 조치 1건 [대처(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,97,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,99,2,형식적 언급,아니오,"안전 6건 [안전(5), 누출(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,100,3,구체적 대책,아니오,"안전 12건 [안전(9), 사고(2), 누출(1)] + 조치 6건 [예방(1), 방지(1), 안전장치(1), 차단(1), 마스크(1)]"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,101,2,형식적 언급,아니오,"안전 11건 [안전(7), 누출(2), 화재(1), 주의(1)], 조치 4건 [예방(3), 대처(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,102,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 위험(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,103,2,형식적 언급,아니오,"안전 7건 [안전(6), 누출(1)], 조치 4건 [예방(3), 차단(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,104,2,형식적 언급,아니오,"안전 10건 [안전(7), 누출(2), 화재(1)], 조치 2건 [대처(1), 소화기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,106,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,107,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 누출(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,109,1,미흡·없음,아니오,키워드 1건 (5건 이하): 누출(1)
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,110,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 누출(1), 먼지(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,111,2,형식적 언급,아니오,"안전 14건 [안전(11), 사고(3)], 조치 2건 [예방(1), 소화기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,114,2,형식적 언급,아니오,"안전 10건 [누출(8), 안전(2)], 조치 2건 [방지(1), 대처(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,115,2,형식적 언급,아니오,"안전 12건 [안전(7), 사고(2), 위험(2), 누출(1)], 조치 4건 [예방(2), 방지(2)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,116,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 위험(2), 안전(1)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,118,3,구체적 대책,아니오,"안전 33건 [안전(9), 화재(6), 누출(6), 위험(4), 유해(4)] + 조치 6건 [차단(3), 방지(2), 소화기(1)]"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,119,2,형식적 언급,아니오,"안전 33건 [안전(17), 소음(6), 사고(3), 유해(3), 위험(1)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체재료,LM1903060417_23v3_반도체용_세정_공정_가스_제조,125,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 보건(1), MSDS(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,15,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(1), 보건(1), 유해(1), MSDS(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,23,2,형식적 언급,아니오,"안전 10건 [안전(3), 보건(2), 주의(2), 위험(1), MSDS(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,24,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,25,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 질식(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,28,2,형식적 언급,아니오,"안전 28건 [유해(7), 안전(4), 위험(4), 폭발(4), 사고(3)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,29,2,형식적 언급,아니오,"안전 7건 [유해(5), 위험(2)], 조치 1건 [예방(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,30,2,형식적 언급,아니오,"안전 17건 [위험(3), 화재(3), 폭발(3), 유해(2), 주의(2)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,31,2,형식적 언급,아니오,"안전 23건 [안전(13), 위험(3), 주의(3), 보건(2), 화재(1)], 조치 3건 [안전관리(2), 응급조치(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,32,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,33,2,형식적 언급,아니오,"안전 12건 [위험(9), 안전(1), 보건(1), MSDS(1)], 조치 1건 [차단(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,34,2,형식적 언급,아니오,"안전 11건 [위험(5), 누출(3), 주의(2), 질식(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,35,2,형식적 언급,아니오,"안전 15건 [위험(5), 누출(4), 사고(3), 질식(2), 안전(1)], 조치 2건 [응급조치(1), 격리(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,36,2,형식적 언급,아니오,"안전 11건 [안전(4), 보건(2), 주의(2), 위험(1), MSDS(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,37,3,구체적 대책,아니오,"안전 8건 [안전(4), 폭발(2), 위험(1), 누출(1)] + 조치 6건 [예방(3), 격리(2), 환기(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,38,3,구체적 대책,아니오,"안전 8건 [안전(3), 위험(2), 누출(2), 주의(1)] + 조치 9건 [환기(3), 격리(3), 예방(2), 방지(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,39,3,구체적 대책,아니오,"안전 16건 [안전(6), 누출(3), 주의(3), 위험(2), 질식(1)] + 조치 10건 [예방(5), 환기(2), 방지(1), 안전장치(1), 격리(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,40,3,구체적 대책,아니오,"안전 14건 [안전(4), 사고(2), 보건(2), 위험(2), 누출(2)] + 조치 7건 [방지(2), 격리(1), 착용(1), 안전화(1), 보안경(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,41,3,구체적 대책,아니오,"안전 14건 [사고(3), 안전(3), 주의(3), 위험(2), 화재(2)] + 조치 5건 [환기(5)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,42,3,구체적 대책,아니오,"안전 14건 [안전(8), 위험(4), 사고(1), 보건(1)] + 조치 8건 [보호복(3), 예방(1), 차단(1), 착용(1), 안전화(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,43,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,44,2,형식적 언급,아니오,"안전 9건 [안전(5), 사고(2), 위험(2)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,45,2,형식적 언급,아니오,"안전 7건 [안전(4), 위험(2), 사고(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,47,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,48,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 폭발(2), 주의(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,49,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 주의(2), 폭발(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,50,2,형식적 언급,아니오,"안전 8건 [유해(3), 안전(1), 보건(1), 폭발(1), MSDS(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,51,2,형식적 언급,아니오,"안전 13건 [안전(5), 주의(5), 보건(1), 위험(1), 유의 사항(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,52,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(3), 유해(1), 주의(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,53,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(3), 주의(2)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,55,2,형식적 언급,아니오,"안전 8건 [유해(4), 폭발(2), 질식(1), 주의(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,56,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 유해(1), 폭발(1), 주의(1), 인화(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,57,2,형식적 언급,아니오,"안전 7건 [폭발(6), 안전(1)], 조치 2건 [방지(1), 환기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,58,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 주의(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,59,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 유해(2), 사고(1), 위험(1), 주의(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,60,2,형식적 언급,아니오,"안전 9건 [질식(6), 안전(1), 보건(1), MSDS(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,61,2,형식적 언급,아니오,"안전 9건 [안전(4), 주의(2), 보건(1), 위험(1), 유의 사항(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,62,2,형식적 언급,아니오,"안전 7건 [유해(3), 안전(2), 보호구(1), 주의(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,63,2,형식적 언급,아니오,"안전 13건 [폭발(10), 위험(2), 유해(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,64,2,형식적 언급,아니오,"안전 12건 [폭발(5), 유해(3), 위험(2), 화재(2)], 조치 2건 [방지(1), 차단(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,65,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 유해(2), 화재(1), 폭발(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,66,2,형식적 언급,아니오,"안전 22건 [누출(9), 사고(3), 안전(3), 유해(2), 화재(2)], 조치 3건 [예방(1), 대처(1), 환기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,67,2,형식적 언급,아니오,"안전 12건 [누출(5), 안전(2), 위험(1), 보호구(1), 화재(1)], 조치 1건 [환기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,68,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 위험(2), 유해(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,69,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,70,2,형식적 언급,아니오,"안전 10건 [보호구(4), 위험(3), 안전(2), 사고(1)], 조치 1건 [착용(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,71,2,형식적 언급,아니오,"안전 9건 [주의(4), 유해(3), 안전(2)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,72,2,형식적 언급,아니오,"안전 10건 [주의(6), 안전(3), 유해(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,73,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유해(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,78,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 중독(1), 안전(1), 보건(1), MSDS(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,79,2,형식적 언급,아니오,"안전 11건 [안전(3), 주의(3), 위험(2), 보건(1), MSDS(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,87,2,형식적 언급,아니오,"안전 10건 [안전(6), 사고(1), 보건(1), 분진(1), 주의(1)], 조치 2건 [안전관리(2)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,88,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유해(1), 누출(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,89,2,형식적 언급,아니오,"안전 10건 [누출(8), 안전(1), 유해(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,90,2,형식적 언급,아니오,"안전 6건 [누출(3), 폭발(2), 안전(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,91,2,형식적 언급,아니오,"안전 8건 [누출(3), 안전(2), 사고(1), 보호구(1), 주의(1)], 조치 4건 [방지(1), 환기(1), 안전관리(1), 소화기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,92,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 보건(1), MSDS(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,93,3,구체적 대책,아니오,"안전 25건 [누출(7), 안전(6), 유해(3), 사고(2), 위험(2)] + 조치 6건 [예방(3), 환기(2), 방지(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,94,3,구체적 대책,아니오,"안전 6건 [위험(2), 누출(2), 안전(1), 유해(1)] + 조치 7건 [격리(3), 환기(2), 예방(1), 방지(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,95,3,구체적 대책,아니오,"안전 15건 [안전(6), 누출(3), 주의(3), 보건(1), 위험(1)] + 조치 11건 [예방(2), 환기(2), 격리(2), 방지(1), 안전장치(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,96,2,형식적 언급,아니오,"안전 10건 [화재(5), 주의(2), 사고(1), 질식(1), 안전(1)], 조치 1건 [환기(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,97,2,형식적 언급,아니오,"안전 8건 [안전(3), 주의(2), 사고(1), 위험(1), 보호구(1)], 조치 3건 [환기(2), 안전장치(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,98,2,형식적 언급,아니오,"안전 8건 [안전(3), 위험(2), 유해(1), 보호구(1), 누출(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,99,2,형식적 언급,아니오,"안전 10건 [누출(7), 폭발(2), 유해(1)], 구체적 조치 언급 없음"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,100,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 누출(4), 안전(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,101,3,구체적 대책,아니오,"안전 6건 [누출(3), 안전(2), 유해(1)] + 조치 20건 [차단(8), 방지(5), 환기(5), 안전장치(2)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,102,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 중독(2), 누출(1)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,103,2,형식적 언급,아니오,"안전 15건 [안전(6), 위험(4), 사고(1), 보건(1), 화재(1)], 조치 2건 [차단(1), 대피(1)] (구체적 대책 미흡)"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,104,3,구체적 대책,아니오,"안전 9건 [안전(6), 위험(2), 사고(1)] + 조치 8건 [보호복(4), 예방(2), 착용(1), 안전화(1)]"
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,106,2,형식적 언급,아니오,"안전 8건 [안전(6), 누출(2)], 구체적 조치 언급 없음"
