영역,교재,페이지,등급,등급명,사고사례,등급사유
반도체개발,LM1903060101_23v6_반도체_제품_기획,19,1,미흡·없음,아니오,키워드 1건 (5건 이하): 부상(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,20,1,미흡·없음,아니오,키워드 1건 (5건 이하): 부상(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,22,1,미흡·없음,아니오,키워드 2건 (5건 이하): 위험(2)
반도체개발,LM1903060101_23v6_반도체_제품_기획,25,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,28,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,40,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,61,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,70,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 소음(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,72,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의 사항(1), 주의(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,77,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,86,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,93,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,105,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의 사항(1), 주의(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,108,1,미흡·없음,아니오,키워드 1건 (5건 이하): 보건(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,111,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,112,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,119,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,128,1,미흡·없음,아니오,키워드 2건 (5건 이하): 위험(2)
반도체개발,LM1903060101_23v6_반도체_제품_기획,131,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060101_23v6_반도체_제품_기획,134,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,143,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유해(1), 유의사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,147,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 보건(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,153,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 사고(1), 안전(1), 유의사항(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,154,1,미흡·없음,아니오,키워드 2건 (5건 이하): 위험(2)
반도체개발,LM1903060101_23v6_반도체_제품_기획,162,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 사고(1), 위험(1), 주의(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,163,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 위험(1), 주의(1)"
반도체개발,LM1903060101_23v6_반도체_제품_기획,169,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,22,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,31,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,35,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,45,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,48,2,형식적 언급,아니오,"안전 12건 [위험(12)], 구체적 조치 언급 없음"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,49,2,형식적 언급,아니오,"안전 6건 [위험(4), 안전(1), 유의사항(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,53,1,미흡·없음,아니오,키워드 5건 (5건 이하): 위험(5)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,55,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,57,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,59,1,미흡·없음,아니오,키워드 3건 (5건 이하): 위험(3)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,60,1,미흡·없음,아니오,키워드 3건 (5건 이하): 위험(3)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,61,1,미흡·없음,아니오,키워드 3건 (5건 이하): 위험(3)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,65,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,75,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,79,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,84,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,90,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,30,2,형식적 언급,아니오,"안전 11건 [주의(3), 안전(2), 유의사항(2), 유의 사항(2), 위험(1)], 조치 2건 [방지(2)] (구체적 대책 미흡)"
반도체개발,LM1903060103_아날로그_회로_설계,34,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,39,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,46,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060103_아날로그_회로_설계,47,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,49,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060103_아날로그_회로_설계,51,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,62,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,66,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,73,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,80,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060103_아날로그_회로_설계,87,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,20,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,32,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,46,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,53,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,58,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,61,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,68,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,69,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,74,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,78,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,107,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060106_반도체_제조_공정_개발,110,3,구체적 대책,아니오,"안전 15건 [주의(5), 안전(4), 유의 사항(4), 사고(1), 진동(1)] + 조치 15건 [마스크(8), 방지(5), 차단(2)]"
반도체개발,LM1903060106_반도체_제조_공정_개발,119,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 보건(1), MSDS(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,120,3,구체적 대책,아니오,"안전 26건 [안전(6), 보호구(4), 보건(3), 위험(3), 유해(2)] + 조치 7건 [예방(2), 대처(2), 방지(1), 응급조치(1), 착용(1)]"
반도체개발,LM1903060106_반도체_제조_공정_개발,121,2,형식적 언급,아니오,"안전 26건 [안전(9), 보건(4), 화학물질(3), MSDS(3), 주의(3)], 조치 2건 [안전장치(1), 마스크(1)] (구체적 대책 미흡)"
반도체개발,LM1903060106_반도체_제조_공정_개발,135,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 진동(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,141,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 화학물질(1), 안전(1), MSDS(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,142,2,형식적 언급,아니오,"안전 9건 [화학물질(3), 안전(2), 보건(1), MSDS(1), 유의 사항(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060106_반도체_제조_공정_개발,154,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060106_반도체_제조_공정_개발,161,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,163,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060106_반도체_제조_공정_개발,167,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,171,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060106_반도체_제조_공정_개발,177,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,182,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,189,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060106_반도체_제조_공정_개발,192,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060107_패키지_제품설계,54,2,형식적 언급,아니오,"안전 10건 [안전(5), 유의사항(5)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체개발,LM1903060107_패키지_제품설계,55,2,형식적 언급,아니오,"안전 8건 [안전(4), 유의사항(3), 주의(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060107_패키지_제품설계,60,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060107_패키지_제품설계,61,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060107_패키지_제품설계,63,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060107_패키지_제품설계,64,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060107_패키지_제품설계,65,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060107_패키지_제품설계,69,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060107_패키지_제품설계,71,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060107_패키지_제품설계,75,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,21,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,26,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,28,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 주의(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,31,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,44,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의사항(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,58,1,미흡·없음,아니오,키워드 1건 (5건 이하): 먼지(1)
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,70,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 먼지(1), 주의(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,72,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,76,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 주의(2), 진동(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,77,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 먼지(1), 주의(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,82,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 진동(1), 주의(1)"
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,84,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,44,2,형식적 언급,아니오,"안전 7건 [안전(3), 유의사항(2), 방사선(1), 주의(1)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,45,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 방사선(1), 유의사항(1)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,56,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,60,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,66,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,76,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,79,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의사항(1)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,83,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,84,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,89,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,94,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,97,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 방사선(2), 주의(1)"
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,100,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060110_반도체신뢰성평가,35,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의사항(1), 주의(1)"
반도체개발,LM1903060110_반도체신뢰성평가,36,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유해(1), 방사선(1)"
반도체개발,LM1903060110_반도체신뢰성평가,45,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060110_반도체신뢰성평가,66,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의사항(1)"
반도체개발,LM1903060110_반도체신뢰성평가,80,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060110_반도체신뢰성평가,85,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의사항(1)"
반도체개발,LM1903060110_반도체신뢰성평가,89,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,27,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유의 사항(2)"
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,28,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,30,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,36,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,59,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,99,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,126,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060113_23v2_반도체_설계_검증,25,2,형식적 언급,아니오,"안전 6건 [안전(4), 유의 사항(2)], 조치 2건 [방지(1), 환기(1)] (구체적 대책 미흡)"
반도체개발,LM1903060113_23v2_반도체_설계_검증,59,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060113_23v2_반도체_설계_검증,91,1,미흡·없음,아니오,키워드 3건 (5건 이하): 위험(3)
반도체개발,LM1903060113_23v2_반도체_설계_검증,92,1,미흡·없음,아니오,키워드 2건 (5건 이하): 위험(2)
반도체개발,LM1903060113_23v2_반도체_설계_검증,102,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060113_23v2_반도체_설계_검증,144,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,24,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,48,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,71,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,95,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,125,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,145,2,형식적 언급,아니오,"안전 8건 [안전(7), 유의 사항(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,164,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,21,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,28,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 주의(2), 안전(1), 유의 사항(1)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,54,1,미흡·없음,아니오,키워드 1건 (5건 이하): MSDS(1)
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,55,2,형식적 언급,아니오,"안전 6건 [안전(2), 주의(2), 사고(1), 유의 사항(1)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,59,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,80,1,미흡·없음,아니오,키워드 1건 (5건 이하): 폭발(1)
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,81,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 폭발(2), 주의(1)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,83,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 유해(1), 먼지(1)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,85,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,87,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,90,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 위험(1), 화재(1)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,91,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 폭발(1), MSDS(1), 주의(1)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,93,2,형식적 언급,아니오,"안전 6건 [MSDS(3), 폭발(1), 유의 사항(1), 주의(1)], 구체적 조치 언급 없음"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,95,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), MSDS(1)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,96,2,형식적 언급,아니오,"안전 9건 [안전(5), 보건(1), MSDS(1), 유의 사항(1), 주의(1)], 조치 1건 [안전장치(1)] (구체적 대책 미흡)"
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,126,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060116_23v7_시스템_반도체_제조_공정_개발,71,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 사고(1), 유의 사항(1)"
반도체개발,LM1903060116_23v7_시스템_반도체_제조_공정_개발,115,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 사고(1), 유의 사항(1)"
반도체개발,LM1903060116_23v7_시스템_반도체_제조_공정_개발,128,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,25,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,47,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,60,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,73,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 보건(1), MSDS(1)"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,74,3,구체적 대책,아니오,"안전 34건 [안전(7), 보건(4), 위험(4), 유해(4), 보호구(4)] + 조치 8건 [예방(2), 대처(2), 방지(1), 안전장치(1), 응급조치(1)]"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,75,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(2), 보건(2), MSDS(1)"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,76,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,77,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,83,2,형식적 언급,아니오,"안전 8건 [안전(3), MSDS(2), 보건(1), 유의 사항(1), 주의(1)], 조치 2건 [방지(1), 마스크(1)] (구체적 대책 미흡)"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,84,2,형식적 언급,아니오,"안전 6건 [안전(6)], 조치 4건 [착용(3), 안전장치(1)] (구체적 대책 미흡)"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,85,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,86,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,87,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,88,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,89,1,미흡·없음,아니오,키워드 1건 (5건 이하): 누출(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,90,1,미흡·없음,아니오,키워드 3건 (5건 이하): 누출(3)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,92,1,미흡·없음,아니오,키워드 3건 (5건 이하): 누출(3)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,94,1,미흡·없음,아니오,키워드 1건 (5건 이하): 누출(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,96,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,103,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
