영역,교재,페이지,등급,등급명,사고사례,등급사유,상태,출처,md자수,pdf자수,구라벨
반도체개발,LM1903060101_23v6_반도체_제품_기획,18,1,미흡·없음,아니오,"안전 1건 [부상(1)], 구체적 조치 언급 없음",resolved,text,694,695,19
반도체개발,LM1903060101_23v6_반도체_제품_기획,19,1,미흡·없음,아니오,"안전 1건 [부상(1)], 구체적 조치 언급 없음",resolved,text,716,697,20
반도체개발,LM1903060101_23v6_반도체_제품_기획,22,1,미흡·없음,아니오,"안전 2건 [위험(2)], 조치 1건 [마스크(1)]",resolved,text,1013,873,22
반도체개발,LM1903060101_23v6_반도체_제품_기획,25,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,1140,1134,25
반도체개발,LM1903060101_23v6_반도체_제품_기획,27,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,521,607,143
반도체개발,LM1903060101_23v6_반도체_제품_기획,28,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text,934,936,28
반도체개발,LM1903060101_23v6_반도체_제품_기획,40,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,711,639,40
반도체개발,LM1903060101_23v6_반도체_제품_기획,61,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,806,808,61
반도체개발,LM1903060101_23v6_반도체_제품_기획,69,1,미흡·없음,아니오,"안전 2건 [안전(1), 소음(1)], 구체적 조치 언급 없음",resolved,text,1065,976,70
반도체개발,LM1903060101_23v6_반도체_제품_기획,72,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text-fallback,834,836,72
반도체개발,LM1903060101_23v6_반도체_제품_기획,77,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,363,355,77
반도체개발,LM1903060101_23v6_반도체_제품_기획,86,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,536,538,86
반도체개발,LM1903060101_23v6_반도체_제품_기획,93,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,463,448,93
반도체개발,LM1903060101_23v6_반도체_제품_기획,104,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,602,604,105
반도체개발,LM1903060101_23v6_반도체_제품_기획,108,1,미흡·없음,아니오,"안전 1건 [보건(1)], 구체적 조치 언급 없음",resolved,text,726,684,108
반도체개발,LM1903060101_23v6_반도체_제품_기획,110,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,936,938,111
반도체개발,LM1903060101_23v6_반도체_제품_기획,112,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,600,617,112
반도체개발,LM1903060101_23v6_반도체_제품_기획,119,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,444,438,119
반도체개발,LM1903060101_23v6_반도체_제품_기획,127,1,미흡·없음,아니오,"안전 2건 [위험(2)], 구체적 조치 언급 없음",resolved,text,537,604,128
반도체개발,LM1903060101_23v6_반도체_제품_기획,131,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,994,997,131
반도체개발,LM1903060101_23v6_반도체_제품_기획,134,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,546,516,134
반도체개발,LM1903060101_23v6_반도체_제품_기획,146,1,미흡·없음,아니오,"안전 2건 [안전(1), 보건(1)], 구체적 조치 언급 없음",resolved,text,428,415,147
반도체개발,LM1903060101_23v6_반도체_제품_기획,152,1,미흡·없음,아니오,"안전 3건 [안전(1), 유의사항(1), 사고(1)], 구체적 조치 언급 없음",resolved,text,589,605,153
반도체개발,LM1903060101_23v6_반도체_제품_기획,153,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,943,944,154
반도체개발,LM1903060101_23v6_반도체_제품_기획,154,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,854,857,154
반도체개발,LM1903060101_23v6_반도체_제품_기획,162,1,미흡·없음,아니오,"안전 4건 [위험(2), 주의(2)], 구체적 조치 언급 없음",resolved,text,1085,985,162;163
반도체개발,LM1903060101_23v6_반도체_제품_기획,168,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,608,563,169
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,22,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,561,572,22;49;79
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,30,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,449,534,31
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,34,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,445,457,35;84
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,45,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,555,590,45
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,47,1,미흡·없음,아니오,"안전 5건 [위험(5)], 구체적 조치 언급 없음",resolved,text,886,820,48
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,48,2,형식적 언급,아니오,"안전 11건 [위험(11)], 구체적 조치 언급 없음",resolved,text,709,779,48;49
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,49,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,502,516,90
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,53,1,미흡·없음,아니오,"안전 5건 [위험(5)], 구체적 조치 언급 없음",resolved,text,637,639,53
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,54,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,409,414,55
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,56,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,455,467,57
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,59,1,미흡·없음,아니오,"안전 5건 [위험(5)], 구체적 조치 언급 없음",resolved,text,610,615,59;60
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,60,1,미흡·없음,아니오,"안전 2건 [위험(2)], 구체적 조치 언급 없음",resolved,text,359,328,60;61
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,61,1,미흡·없음,아니오,"안전 2건 [위험(2)], 구체적 조치 언급 없음",resolved,text,314,278,61
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,65,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,422,419,65
반도체개발,LM1903060102_23v5_반도체_아키텍처_설계,75,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,276,245,75
반도체개발,LM1903060103_아날로그_회로_설계,18,1,미흡·없음,아니오,"안전 2건 [위험(1), 주의(1)], 구체적 조치 언급 없음",resolved,text,959,951,30
반도체개발,LM1903060103_아날로그_회로_설계,20,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,463,480,30
반도체개발,LM1903060103_아날로그_회로_설계,25,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,405,424,39
반도체개발,LM1903060103_아날로그_회로_설계,33,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,310,335,34;51
반도체개발,LM1903060103_아날로그_회로_설계,38,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,403,424,62
반도체개발,LM1903060103_아날로그_회로_설계,46,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,586,595,46
반도체개발,LM1903060103_아날로그_회로_설계,47,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,763,766,47;66
반도체개발,LM1903060103_아날로그_회로_설계,48,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,731,732,49
반도체개발,LM1903060103_아날로그_회로_설계,51,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,480,495,80
반도체개발,LM1903060103_아날로그_회로_설계,62,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 1건 [예방(1)]",resolved,text,780,790,62
반도체개발,LM1903060103_아날로그_회로_설계,73,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,411,443,73
반도체개발,LM1903060103_아날로그_회로_설계,86,1,미흡·없음,아니오,"안전 2건 [위험(1), 주의(1)], 조치 1건 [대처(1)]",resolved,text,755,592,87
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,20,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,427,438,20;32;78
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,31,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,316,327,46;68
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,45,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,499,533,53
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,52,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,389,401,58
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,57,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,428,401,61
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,60,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,417,389,69
반도체개발,LM1903060104_23v5_디지털_회로_설계_수정요청,66,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,497,469,74
반도체개발,LM1903060106_반도체_제조_공정_개발,13,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 1건 [안전관리(1)]",resolved,text,644,627,107
반도체개발,LM1903060106_반도체_제조_공정_개발,19,1,미흡·없음,아니오,"안전 1건 [진동(1)], 조치 2건 [방지(1), 차단(1)]",resolved,text,1033,935,110
반도체개발,LM1903060106_반도체_제조_공정_개발,20,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,616,626,110
반도체개발,LM1903060106_반도체_제조_공정_개발,27,1,미흡·없음,아니오,"안전 4건 [주의(2), 안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,217,211,110
반도체개발,LM1903060106_반도체_제조_공정_개발,62,1,미흡·없음,아니오,"안전 4건 [안전(2), 유의 사항(1), 사고(1)], 조치 1건 [방지(1)]",resolved,text,408,426,110
반도체개발,LM1903060106_반도체_제조_공정_개발,65,1,미흡·없음,아니오,"안전 4건 [안전(2), 유의 사항(1), 사고(1)], 조치 2건 [방지(2)]",resolved,text,478,496,110
반도체개발,LM1903060106_반도체_제조_공정_개발,78,1,미흡·없음,아니오,"안전 3건 [폭발(2), 주의(1)], 조치 2건 [착용(2)]",resolved,text,983,847,110
반도체개발,LM1903060106_반도체_제조_공정_개발,79,1,미흡·없음,아니오,"안전 1건 [폭발(1)], 구체적 조치 언급 없음",resolved,text,427,437,110
반도체개발,LM1903060106_반도체_제조_공정_개발,81,1,미흡·없음,아니오,"안전 2건 [유해(1), 먼지(1)], 구체적 조치 언급 없음",resolved,text,654,656,110
반도체개발,LM1903060106_반도체_제조_공정_개발,83,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,634,768,110
반도체개발,LM1903060106_반도체_제조_공정_개발,86,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,731,641,110
반도체개발,LM1903060106_반도체_제조_공정_개발,88,1,미흡·없음,아니오,"안전 2건 [위험(1), 화재(1)], 구체적 조치 언급 없음",resolved,text,652,631,110
반도체개발,LM1903060106_반도체_제조_공정_개발,89,2,형식적 언급,아니오,"안전 6건 [MSDS(2), 주의(1), 폭발(1), 화학물질(1), 인화(1)], 구체적 조치 언급 없음",resolved,text,829,828,110
반도체개발,LM1903060106_반도체_제조_공정_개발,91,1,미흡·없음,아니오,"안전 3건 [안전(1), 유의 사항(1), MSDS(1)], 구체적 조치 언급 없음",resolved,text,270,290,110
반도체개발,LM1903060106_반도체_제조_공정_개발,96,1,미흡·없음,아니오,"안전 2건 [MSDS(1), 화학물질(1)], 구체적 조치 언급 없음",resolved,text,671,684,110
반도체개발,LM1903060106_반도체_제조_공정_개발,103,1,미흡·없음,아니오,"안전 4건 [주의(2), 안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,345,361,110
반도체개발,LM1903060106_반도체_제조_공정_개발,110,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text-fallback,409,383,110
반도체개발,LM1903060106_반도체_제조_공정_개발,119,1,미흡·없음,아니오,"안전 5건 [안전(2), 위험(1), MSDS(1), 보건(1)], 구체적 조치 언급 없음",resolved,text,837,841,119;120
반도체개발,LM1903060106_반도체_제조_공정_개발,120,3,구체적 대책,아니오,"안전 39건 [안전(8), 보건(6), 유해(4), 보호구(4), 위험(3)], 조치 7건 [예방(2), 대처(2), 방지(1), 착용(1), 응급조치(1)]",resolved,text,763,757,120;121
반도체개발,LM1903060106_반도체_제조_공정_개발,121,2,형식적 언급,아니오,"안전 13건 [안전(6), MSDS(2), 화학물질(2), 주의(1), 유의 사항(1)], 조치 2건 [마스크(1), 안전장치(1)]",resolved,text,464,480,121
반도체개발,LM1903060106_반도체_제조_공정_개발,134,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,1053,979,135
반도체개발,LM1903060106_반도체_제조_공정_개발,135,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,745,729,135
반도체개발,LM1903060106_반도체_제조_공정_개발,141,2,형식적 언급,아니오,"안전 11건 [안전(3), 화학물질(3), MSDS(2), 주의(1), 유의 사항(1)], 조치 2건 [방지(1), 마스크(1)]",resolved,text,705,720,141;142
반도체개발,LM1903060106_반도체_제조_공정_개발,142,1,미흡·없음,아니오,"안전 1건 [화학물질(1)], 구체적 조치 언급 없음",resolved,text,930,762,142
반도체개발,LM1903060106_반도체_제조_공정_개발,154,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,99,93,154
반도체개발,LM1903060106_반도체_제조_공정_개발,161,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [대처(1), 안전장치(1)]",resolved,text,448,458,161
반도체개발,LM1903060106_반도체_제조_공정_개발,163,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,530,542,163
반도체개발,LM1903060106_반도체_제조_공정_개발,167,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [대처(1), 안전장치(1)]",resolved,text,481,499,161;167
반도체개발,LM1903060106_반도체_제조_공정_개발,170,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,213,207,171
반도체개발,LM1903060106_반도체_제조_공정_개발,177,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [대처(1), 안전장치(1)]",resolved,text,505,517,167;177
반도체개발,LM1903060106_반도체_제조_공정_개발,182,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [대처(1), 안전장치(1)]",resolved,text,471,488,167;182
반도체개발,LM1903060106_반도체_제조_공정_개발,189,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [대처(1), 안전장치(1)]",resolved,text,443,460,177;182;189
반도체개발,LM1903060106_반도체_제조_공정_개발,192,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,114,108,192
반도체개발,LM1903060107_패키지_제품설계,17,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,460,465,54;55
반도체개발,LM1903060107_패키지_제품설계,21,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,667,574,54
반도체개발,LM1903060107_패키지_제품설계,24,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,493,510,54
반도체개발,LM1903060107_패키지_제품설계,27,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,652,610,54;55
반도체개발,LM1903060107_패키지_제품설계,33,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,434,446,54;60
반도체개발,LM1903060107_패키지_제품설계,37,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,658,484,55;64
반도체개발,LM1903060107_패키지_제품설계,42,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,612,612,71
반도체개발,LM1903060107_패키지_제품설계,54,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,696,587,55
반도체개발,LM1903060107_패키지_제품설계,60,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,450,463,61
반도체개발,LM1903060107_패키지_제품설계,63,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,886,771,63
반도체개발,LM1903060107_패키지_제품설계,65,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,357,364,65
반도체개발,LM1903060107_패키지_제품설계,68,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,375,381,69
반도체개발,LM1903060107_패키지_제품설계,74,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,539,553,75
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,21,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text-fallback,659,674,21
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,26,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 2건 [방지(1), 안전모(1)]",resolved,text,740,725,26
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,28,1,미흡·없음,아니오,"안전 2건 [안전(1), 주의(1)], 구체적 조치 언급 없음",resolved,text,1067,1066,28
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,31,1,미흡·없음,아니오,"안전 1건 [진동(1)], 조치 1건 [방지(1)]",resolved,text,1169,1171,31
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,44,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 1건 [안전모(1)]",resolved,text,864,881,26;44
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,57,1,미흡·없음,아니오,"안전 1건 [먼지(1)], 구체적 조치 언급 없음",resolved,text,608,567,58
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,70,1,미흡·없음,아니오,"안전 2건 [주의(1), 먼지(1)], 조치 4건 [마스크(4)]",resolved,text,970,980,70
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,72,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 조치 1건 [환기(1)]",resolved,text,605,591,72
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,75,1,미흡·없음,아니오,"안전 2건 [주의(1), 진동(1)], 조치 1건 [방지(1)]",resolved,text,1000,1002,76
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,76,1,미흡·없음,아니오,"안전 3건 [주의(2), 먼지(1)], 구체적 조치 언급 없음",resolved,text,724,730,77
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,81,1,미흡·없음,아니오,"안전 2건 [주의(1), 진동(1)], 구체적 조치 언급 없음",resolved,text,719,721,82
반도체개발,LM1903060108_23v4_패키지_조립_공정_개발,84,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,714,703,84
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,25,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 조치 1건 [방지(1)]",resolved,text,442,454,44;60
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,27,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,402,406,44
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,34,1,미흡·없음,아니오,"안전 1건 [방사선(1)], 구체적 조치 언급 없음",resolved,text,398,383,44
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,35,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,149,220,44
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,37,1,미흡·없음,아니오,"안전 1건 [방사선(1)], 조치 1건 [방지(1)]",resolved,text,277,282,45
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,40,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,526,536,45
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,56,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 1건 [안전장치(1)]",resolved,text,1139,1141,56
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,65,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,787,897,66
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,76,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,777,699,76
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,79,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,471,483,79
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,82,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,419,403,83
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,84,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text,367,357,84
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,89,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,377,387,89
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,94,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,455,465,94
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,97,1,미흡·없음,아니오,"안전 3건 [방사선(2), 주의(1)], 구체적 조치 언급 없음",resolved,text,965,958,97
반도체개발,LM1903060109_23v4_반도체_제품_기능성능_검증,100,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,513,525,100
반도체개발,LM1903060110_반도체신뢰성평가,20,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 유의사항(1)], 조치 2건 [착용(1), 방독면(1)]",resolved,text,402,440,35
반도체개발,LM1903060110_반도체신뢰성평가,25,1,미흡·없음,아니오,"안전 1건 [방사선(1)], 구체적 조치 언급 없음",resolved,text,243,249,36
반도체개발,LM1903060110_반도체신뢰성평가,26,1,미흡·없음,아니오,"안전 2건 [안전(1), 유해(1)], 구체적 조치 언급 없음",resolved,text,376,360,36
반도체개발,LM1903060110_반도체신뢰성평가,36,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text-fallback,475,443,36
반도체개발,LM1903060110_반도체신뢰성평가,45,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,681,627,45
반도체개발,LM1903060110_반도체신뢰성평가,65,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의사항(1)], 조치 3건 [예방(1), 착용(1), 환기(1)]",resolved,text,636,657,66
반도체개발,LM1903060110_반도체신뢰성평가,79,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,953,938,80
반도체개발,LM1903060110_반도체신뢰성평가,85,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의사항(1)], 구체적 조치 언급 없음",resolved,text,491,502,85
반도체개발,LM1903060110_반도체신뢰성평가,89,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 1건 [안전장치(1)]",resolved,text,1066,916,89
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,27,1,미흡·없음,아니오,"안전 4건 [안전(2), 유의 사항(2)], 구체적 조치 언급 없음",resolved,text,629,635,27
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,28,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,556,558,28
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,29,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,353,467,30
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,35,1,미흡·없음,아니오,"안전 4건 [유의 사항(3), 안전(1)], 구체적 조치 언급 없음",resolved,text,693,695,36
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,59,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,676,686,59
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,99,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,627,637,99
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,100,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text,598,580,99
반도체개발,LM1903060112_23v5_자동_배치_배선_레이아웃_설계,126,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,407,395,126
반도체개발,LM1903060113_23v2_반도체_설계_검증,25,2,형식적 언급,아니오,"안전 6건 [안전(4), 유의 사항(2)], 조치 2건 [방지(1), 환기(1)]",resolved,text,581,597,25
반도체개발,LM1903060113_23v2_반도체_설계_검증,59,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,495,499,59
반도체개발,LM1903060113_23v2_반도체_설계_검증,91,1,미흡·없음,아니오,"안전 5건 [위험(5)], 구체적 조치 언급 없음",resolved,text,608,612,91;92
