영역,교재,페이지,등급,등급명,사고사례,등급사유,상태,출처,md자수,pdf자수,구라벨
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,95,3,구체적 대책,아니오,"안전 8건 [안전(5), 유해(1), 누출(1), 보건(1)], 조치 7건 [방지(1), 예방(1), 착용(1), 안전장치(1), 대피(1)]",resolved,text,679,680,95
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,96,2,형식적 언급,아니오,"안전 12건 [화재(5), 주의(2), 사고(2), 안전(1), 위험(1)], 조치 1건 [환기(1)]",resolved,text,944,847,96;97
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,97,2,형식적 언급,아니오,"안전 14건 [안전(6), 위험(2), 주의(2), 보호구(2), 유해(1)], 조치 3건 [환기(2), 안전장치(1)]",resolved,text,764,772,97;98
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,99,2,형식적 언급,아니오,"안전 12건 [누출(9), 폭발(2), 유해(1)], 구체적 조치 언급 없음",resolved,text,897,899,99;100
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,100,3,구체적 대책,아니오,"안전 6건 [안전(3), 누출(3)], 조치 14건 [차단(9), 안전장치(3), 방지(1), 환기(1)]",resolved,text,549,495,100;101
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,101,1,미흡·없음,아니오,"안전 3건 [누출(2), 유해(1)], 조치 12건 [방지(5), 환기(5), 차단(2)]",resolved,text-fallback,653,536,101
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,102,2,형식적 언급,아니오,"안전 6건 [안전(2), 중독(2), 사고(1), 누출(1)], 조치 2건 [방지(2)]",resolved,text,451,453,101;102;103
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,103,2,형식적 언급,아니오,"안전 19건 [안전(9), 위험(5), 사고(1), 누출(1), MSDS(1)], 조치 4건 [예방(1), 차단(1), 안전화(1), 대피(1)]",resolved,text,551,531,103;104
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,104,1,미흡·없음,아니오,"안전 2건 [안전(1), 위험(1)], 조치 6건 [보호복(4), 예방(1), 착용(1)]",resolved,text,579,590,104
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,105,2,형식적 언급,아니오,"안전 8건 [안전(6), 누출(2)], 구체적 조치 언급 없음",resolved,text,450,456,106
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,106,1,미흡·없음,아니오,"안전 4건 [안전(3), 누출(1)], 구체적 조치 언급 없음",resolved,text,445,415,107
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,107,1,미흡·없음,아니오,"안전 3건 [안전(2), 누출(1)], 구체적 조치 언급 없음",resolved,text,466,423,107
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,109,2,형식적 언급,아니오,"안전 16건 [안전(10), 보건(4), 유해(1), MSDS(1)], 구체적 조치 언급 없음",resolved,text,487,455,109;110
반도체재료,LM1903060418_23v3_반도체용_박막_공정_가스_제조,111,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,380,368,111
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,13,1,미흡·없음,아니오,"안전 4건 [안전(1), 유해(1), MSDS(1), 보건(1)], 구체적 조치 언급 없음",resolved,text,443,425,15;20
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,20,2,형식적 언급,아니오,"안전 11건 [안전(4), 주의(2), 보건(2), 유의 사항(1), MSDS(1)], 구체적 조치 언급 없음",resolved,text,412,445,21;30
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,23,1,미흡·없음,아니오,"안전 3건 [안전(2), 질식(1)], 구체적 조치 언급 없음",resolved,text,781,765,23
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,26,2,형식적 언급,아니오,"안전 16건 [위험(5), 화재(3), 안전(2), 주의(2), 사고(2)], 조치 1건 [예방(1)]",resolved,text,699,701,26;27
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,27,1,미흡·없음,아니오,"안전 3건 [위험(2), 폭발(1)], 조치 1건 [환기(1)]",resolved,text,872,857,27
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,28,2,형식적 언급,아니오,"안전 27건 [위험(7), 화재(6), 폭발(4), 안전(3), 보건(3)], 구체적 조치 언급 없음",resolved,text,454,480,28;29;108
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,29,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,373,360,29
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,30,2,형식적 언급,아니오,"안전 12건 [안전(4), 주의(2), MSDS(2), 보건(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,416,447,30;48
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,31,2,형식적 언급,아니오,"안전 19건 [안전(9), 위험(4), 주의(2), 누출(2), MSDS(1)], 조치 2건 [예방(1), 환기(1)]",resolved,text,732,738,31;32
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,32,3,구체적 대책,아니오,"안전 14건 [안전(11), 폭발(2), 누출(1)], 조치 5건 [환기(3), 차단(1), 안전장치(1)]",resolved,text,805,807,32;33
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,33,1,미흡·없음,아니오,"안전 5건 [위험(2), 주의(2), 사고(1)], 조치 2건 [방지(1), 차단(1)]",resolved,text,927,929,33
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,34,2,형식적 언급,아니오,"안전 10건 [위험(3), 주의(3), 안전(2), 폭발(1), 화재(1)], 조치 2건 [방지(2)]",resolved,text,953,955,34;35
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,35,3,구체적 대책,아니오,"안전 36건 [위험(19), 안전(6), 사고(4), 폭발(3), 주의(2)], 조치 5건 [방지(4), 예방(1)]",resolved,text,950,952,35;36
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,36,2,형식적 언급,아니오,"안전 22건 [위험(8), 폭발(6), 주의(4), 안전(2), 유해(1)], 구체적 조치 언급 없음",resolved,text,830,832,36;37
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,37,3,구체적 대책,아니오,"안전 14건 [위험(5), 누출(2), 화재(2), 인화(2), 폭발(1)], 조치 6건 [환기(4), 방지(1), 예방(1)]",resolved,text,814,814,37;38
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,38,3,구체적 대책,아니오,"안전 15건 [위험(6), 누출(3), 유해(2), 안전(1), 주의(1)], 조치 7건 [방지(2), 환기(2), 차단(2), 소화기(1)]",resolved,text,753,755,38;39
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,39,2,형식적 언급,아니오,"안전 18건 [위험(5), 주의(3), 안전(2), 누출(2), 폭발(2)], 조치 1건 [방지(1)]",resolved,text,833,835,39;40
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,40,2,형식적 언급,아니오,"안전 6건 [주의(2), 안전(1), 위험(1), 화재(1), 분진(1)], 조치 1건 [착용(1)]",resolved,text,556,545,40;41
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,41,2,형식적 언급,아니오,"안전 6건 [안전(4), 주의(2)], 구체적 조치 언급 없음",resolved,text,412,418,42
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,42,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,460,421,43
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,43,1,미흡·없음,아니오,"안전 5건 [안전(3), 주의(2)], 구체적 조치 언급 없음",resolved,text,413,394,43
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,44,2,형식적 언급,아니오,"안전 6건 [안전(3), 주의(2), 유해(1)], 구체적 조치 언급 없음",resolved,text,349,360,44;45
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,47,1,미흡·없음,아니오,"안전 5건 [폭발(3), 위험(1), 주의(1)], 구체적 조치 언급 없음",resolved,text,1199,991,47
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,48,2,형식적 언급,아니오,"안전 13건 [누출(3), 폭발(3), 안전(2), 위험(1), 주의(1)], 구체적 조치 언급 없음",resolved,text,639,586,48;63
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,49,2,형식적 언급,아니오,"안전 11건 [안전(4), 주의(4), 유의 사항(1), 보건(1), 인화(1)], 구체적 조치 언급 없음",resolved,text,685,676,21;49;50
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,50,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text-fallback,592,577,50
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,52,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 3건 [차단(2), 예방(1)]",resolved,text,924,926,52
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,53,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 3건 [예방(2), 차단(1)]",resolved,text,658,660,54
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,55,1,미흡·없음,아니오,"안전 3건 [주의(2), 진동(1)], 구체적 조치 언급 없음",resolved,text,963,965,56
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,57,2,형식적 언급,아니오,"안전 8건 [폭발(4), 유해(2), 주의(1), 질식(1)], 구체적 조치 언급 없음",resolved,text,617,530,57
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,60,1,미흡·없음,아니오,"안전 4건 [폭발(3), 주의(1)], 구체적 조치 언급 없음",resolved,text,816,818,60
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,61,1,미흡·없음,아니오,"안전 3건 [위험(2), 폭발(1)], 구체적 조치 언급 없음",resolved,text,647,649,61;62
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,62,1,미흡·없음,아니오,"안전 3건 [안전(1), MSDS(1), 보건(1)], 구체적 조치 언급 없음",resolved,text,440,427,79
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,63,2,형식적 언급,아니오,"안전 9건 [안전(4), 주의(2), 유의 사항(1), 보건(1), 인화(1)], 구체적 조치 언급 없음",resolved,text,510,506,49;64
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,64,2,형식적 언급,아니오,"안전 11건 [유해(4), 안전(2), 주의(2), 폭발(1), 보호구(1)], 구체적 조치 언급 없음",resolved,text,785,829,64;65
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,65,2,형식적 언급,아니오,"안전 13건 [위험(5), 화재(4), 누출(3), 폭발(1)], 조치 4건 [방지(2), 차단(2)]",resolved,text,985,915,65;66;110
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,66,2,형식적 언급,아니오,"안전 14건 [폭발(9), 위험(3), 안전(1), 주의(1)], 구체적 조치 언급 없음",resolved,text,951,935,66;67
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,67,2,형식적 언급,아니오,"안전 14건 [위험(6), 안전(5), 누출(1), 화재(1), 부상(1)], 조치 2건 [예방(1), 환기(1)]",resolved,text,860,862,67;68
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,68,2,형식적 언급,아니오,"안전 10건 [안전(3), 위험(3), 주의(2), 폭발(2)], 조치 2건 [환기(2)]",resolved,text,685,687,68;69
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,69,3,구체적 대책,아니오,"안전 7건 [안전(5), 누출(2)], 조치 10건 [방지(2), 착용(2), 안전화(2), 보호복(2), 환기(1)]",resolved,text,625,617,69;70
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,70,1,미흡·없음,아니오,"안전 2건 [안전(1), 위험(1)], 구체적 조치 언급 없음",resolved,text,120,119,71
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,71,2,형식적 언급,아니오,"안전 8건 [주의(4), 안전(2), 유해(2)], 구체적 조치 언급 없음",resolved,text,462,468,72
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,73,2,형식적 언급,아니오,"안전 7건 [주의(3), 안전(2), 유해(2)], 구체적 조치 언급 없음",resolved,text,411,395,73
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,74,1,미흡·없음,아니오,"안전 2건 [안전(1), 보호구(1)], 구체적 조치 언급 없음",resolved,text,355,360,74
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,75,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,720,722,75
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,76,1,미흡·없음,아니오,"안전 1건 [먼지(1)], 조치 1건 [환기(1)]",resolved,text,1005,1086,76
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,79,2,형식적 언급,아니오,"안전 11건 [안전(4), 주의(2), 보건(2), 유의 사항(1), MSDS(1)], 구체적 조치 언급 없음",resolved,text,445,441,49;80;94
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,80,1,미흡·없음,아니오,"안전 3건 [안전(2), 유해(1)], 조치 1건 [환기(1)]",resolved,text,972,950,80
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,82,1,미흡·없음,아니오,"안전 4건 [안전(2), 위험(1), 보건(1)], 구체적 조치 언급 없음",resolved,text,551,517,85;86
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,83,1,미흡·없음,아니오,"안전 3건 [위험(1), 주의(1), 사고(1)], 조치 1건 [환기(1)]",resolved,text,433,417,86
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,86,1,미흡·없음,아니오,"안전 5건 [안전(2), 누출(2), 보호구(1)], 조치 3건 [환기(1), 대처(1), 소화기(1)]",resolved,text,853,818,86;87
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,87,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,709,753,87
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,88,2,형식적 언급,아니오,"안전 7건 [안전(3), 주의(2), 유해(2)], 구체적 조치 언급 없음",resolved,text,197,157,88;89
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,89,2,형식적 언급,아니오,"안전 21건 [누출(9), 안전(8), 사고(2), 주의(1), 유해(1)], 조치 1건 [방지(1)]",resolved,text,501,503,89;90
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,90,3,구체적 대책,아니오,"안전 20건 [안전(8), 보건(5), 누출(2), 위험(1), 주의(1)], 조치 5건 [방지(2), 응급조치(2), 차단(1)]",resolved,text,595,549,90;91
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,91,2,형식적 언급,아니오,"안전 16건 [안전(5), 보건(3), 유해(2), 폭발(2), 위험(1)], 조치 1건 [대처(1)]",resolved,text,206,248,91;92
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,92,2,형식적 언급,아니오,"안전 23건 [위험(7), 안전(5), 유해(5), 누출(3), 유의 사항(1)], 조치 4건 [예방(2), 착용(1), 응급조치(1)]",resolved,text,615,558,92;93
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,93,1,미흡·없음,아니오,"안전 4건 [안전(4)], 구체적 조치 언급 없음",resolved,text,160,193,93
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,94,2,형식적 언급,아니오,"안전 11건 [안전(4), 주의(2), 보건(2), 유의 사항(1), MSDS(1)], 구체적 조치 언급 없음",resolved,text,445,443,63;64;80;95
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,95,1,미흡·없음,아니오,"안전 4건 [사고(2), 안전(1), 누출(1)], 구체적 조치 언급 없음",resolved,text,786,790,95
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,96,2,형식적 언급,아니오,"안전 10건 [누출(4), 안전(3), 사고(3)], 조치 4건 [방지(1), 예방(1), 차단(1), 응급조치(1)]",resolved,text,790,792,97
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,97,2,형식적 언급,아니오,"안전 18건 [안전(9), 사고(3), 위험(2), 주의(2), 유해(1)], 조치 1건 [대처(1)]",resolved,text,803,805,97;98
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,98,3,구체적 대책,아니오,"안전 15건 [안전(4), 위험(4), 주의(3), 폭발(2), 먼지(1)], 조치 6건 [방지(4), 환기(2)]",resolved,text,964,966,98;99
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,99,2,형식적 언급,아니오,"안전 11건 [안전(5), 주의(3), 위험(1), 유의 사항(1), 보건(1)], 조치 3건 [방지(3)]",resolved,text,958,927,99;100
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,100,2,형식적 언급,아니오,"안전 16건 [안전(4), 위험(4), 누출(3), 화재(2), 주의(1)], 조치 1건 [대피(1)]",resolved,text,751,753,101
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,101,2,형식적 언급,아니오,"안전 11건 [안전(4), 위험(3), 누출(2), 사고(1), 보건(1)], 조치 1건 [차단(1)]",resolved,text,697,697,101;102
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,102,2,형식적 언급,아니오,"안전 12건 [안전(3), 사망(3), 사고(2), 위험(1), 보건(1)], 조치 1건 [착용(1)]",resolved,text,637,617,102;103
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,103,3,구체적 대책,아니오,"안전 19건 [누출(4), 안전(3), 사고(3), 폭발(2), 화재(2)], 조치 5건 [대피(3), 차단(1), 보호복(1)]",resolved,text,709,694,103;104
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,104,2,형식적 언급,아니오,"안전 8건 [안전(2), 누출(2), 보건(1), 폭발(1), 화재(1)], 구체적 조치 언급 없음",resolved,text,297,262,104;105
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,105,2,형식적 언급,아니오,"안전 17건 [안전(8), 유해(3), 누출(2), 보건(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,519,523,105;106
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,106,1,미흡·없음,아니오,"안전 4건 [안전(2), 누출(1), 보건(1)], 구체적 조치 언급 없음",resolved,text,447,405,107
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,107,2,형식적 언급,아니오,"안전 8건 [안전(5), 누출(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,525,497,107
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,109,2,형식적 언급,아니오,"안전 25건 [안전(13), 보건(7), 위험(1), 유해(1), 누출(1)], 구체적 조치 언급 없음",resolved,text,661,518,108;109;110
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,110,2,형식적 언급,아니오,"안전 12건 [안전(7), 보건(3), 위험(1), 누출(1)], 구체적 조치 언급 없음",resolved,label,0,108,110
반도체재료,LM1903060419_23v3_반도체용_이온_주입_공정_가스_제조,111,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,382,370,111
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,18,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,667,665,19
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,19,2,형식적 언급,아니오,"안전 9건 [안전(6), 위험(3)], 구체적 조치 언급 없음",resolved,text,711,715,19;20
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,20,1,미흡·없음,아니오,"안전 2건 [안전(2)], 구체적 조치 언급 없음",resolved,text,763,764,20
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,21,1,미흡·없음,아니오,"안전 1건 [MSDS(1)], 구체적 조치 언급 없음",resolved,text,557,572,22
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,22,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 1건 [대처(1)]",resolved,text,594,597,22;23
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,23,1,미흡·없음,아니오,"안전 2건 [안전(2)], 구체적 조치 언급 없음",resolved,text,408,419,23;24
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,24,2,형식적 언급,아니오,"안전 12건 [안전(8), 누출(3), 화재(1)], 조치 4건 [대처(2), 착용(1), 소화기(1)]",resolved,text,566,559,24
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,26,1,미흡·없음,아니오,"안전 5건 [안전(3), 주의(2)], 조치 1건 [착용(1)]",resolved,text,455,457,26;27
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,27,1,미흡·없음,아니오,"안전 4건 [안전(3), 위험(1)], 구체적 조치 언급 없음",resolved,text,998,987,28
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,28,1,미흡·없음,아니오,"안전 5건 [안전(2), 위험(1), 폭발(1), 화재(1)], 구체적 조치 언급 없음",resolved,text,546,561,29
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,30,2,형식적 언급,아니오,"안전 8건 [안전(3), 주의(2), 위험(1), 폭발(1), 화재(1)], 구체적 조치 언급 없음",resolved,text,766,768,30
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,31,1,미흡·없음,아니오,"안전 4건 [안전(3), 유해(1)], 조치 1건 [차단(1)]",resolved,text,673,675,32
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,32,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,773,775,32
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,33,1,미흡·없음,아니오,"안전 1건 [인화(1)], 조치 3건 [방지(2), 차단(1)]",resolved,text,777,779,34
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,35,2,형식적 언급,아니오,"안전 18건 [안전(12), 위험(4), 폭발(1), 화재(1)], 조치 4건 [방지(1), 착용(1), 마스크(1), 응급조치(1)]",resolved,text,885,885,35;36
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,36,2,형식적 언급,아니오,"안전 8건 [사고(3), 누출(2), 안전(1), 위험(1), 화재(1)], 조치 4건 [방지(2), 환기(1), 응급조치(1)]",resolved,text,722,721,36;37
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,37,2,형식적 언급,아니오,"안전 13건 [안전(8), 위험(5)], 구체적 조치 언급 없음",resolved,text,956,961,37;38
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,38,2,형식적 언급,아니오,"안전 6건 [위험(3), 안전(2), 먼지(1)], 구체적 조치 언급 없음",resolved,text,892,894,38;39
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,41,1,미흡·없음,아니오,"안전 3건 [안전(2), 주의(1)], 조치 1건 [착용(1)]",resolved,text,692,627,41
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,44,1,미흡·없음,아니오,"안전 2건 [안전(1), 위험(1)], 조치 1건 [환기(1)]",resolved,text,720,719,44;45
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,45,2,형식적 언급,아니오,"안전 11건 [유해(6), 안전(4), 위험(1)], 조치 1건 [방지(1)]",resolved,text,609,614,45;46
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,47,2,형식적 언급,아니오,"안전 7건 [안전(3), 유해(2), 위험(1), 주의(1)], 구체적 조치 언급 없음",resolved,text,609,609,48
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,48,2,형식적 언급,아니오,"안전 18건 [누출(8), 안전(6), 위험(2), 사고(1), 유해(1)], 조치 2건 [예방(2)]",resolved,text,648,645,48;49
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,49,1,미흡·없음,아니오,"안전 5건 [안전(5)], 조치 2건 [대처(2)]",resolved,text,376,370,49;50
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,55,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,488,481,56
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,56,1,미흡·없음,아니오,"안전 5건 [안전(3), 주의(2)], 구체적 조치 언급 없음",resolved,text,545,556,57
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,57,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 3건 [방지(3)]",resolved,text,699,701,57
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,60,2,형식적 언급,아니오,"안전 7건 [MSDS(4), 안전(2), 보건(1)], 조치 1건 [대처(1)]",resolved,text,674,676,61
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,61,3,구체적 대책,아니오,"안전 7건 [안전(3), 위험(2), 유해(1), MSDS(1)], 조치 5건 [응급조치(5)]",resolved,text,466,463,61;62
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,62,1,미흡·없음,아니오,"안전 4건 [안전(1), 위험(1), 유해(1), MSDS(1)], 조치 3건 [예방(1), 환기(1), 응급조치(1)]",resolved,text,427,434,63
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,63,2,형식적 언급,아니오,"안전 7건 [안전(2), 위험(2), MSDS(2), 유의 사항(1)], 조치 3건 [착용(1), 마스크(1), 보호복(1)]",resolved,text,483,517,63;64
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,64,2,형식적 언급,아니오,"안전 11건 [안전(3), 유해(3), 주의(2), 누출(1), 폭발(1)], 조치 3건 [방지(2), 환기(1)]",resolved,text,740,763,64;65
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,66,1,미흡·없음,아니오,"안전 4건 [안전(3), 위험(1)], 조치 5건 [방지(1), 착용(1), 차단(1), 응급조치(1), 격리(1)]",resolved,text,673,683,66;67
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,67,1,미흡·없음,아니오,"안전 4건 [안전(4)], 구체적 조치 언급 없음",resolved,text,658,660,67;68
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,68,2,형식적 언급,아니오,"안전 9건 [안전(7), 위험(1), 화재(1)], 조치 2건 [방지(1), 환기(1)]",resolved,text,663,652,68;69
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,69,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,674,689,69
반도체재료,LM1903060420_23v3_반도체용_박막_공정_전구체_제조,71,2,형식적 언급,아니오,"안전 9건 [안전(6), 유해(1), 폭발(1), 인화(1)], 조치 3건 [방지(1), 착용(1), 차단(1)]",resolved,text,610,610,71;72
