교재,페이지,등급,등급명,사고사례,등급사유,절단
반도체 박막확산 (에이치앤지),136,1,미흡·없음,아니오,키워드 1건 (5건 이하): 누출(1),아니오
반도체 박막확산 (에이치앤지),140,2,형식적 언급,아니오,"안전 7건 [안전(2), 누출(2), 주의(2), 유의 사항(1)], 조치 1건 [안전수칙(1)] (구체적 대책 미흡)",아니오
반도체 박막확산 (에이치앤지),141,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 주의(3), 누출(1)",아니오
반도체 박막확산 (에이치앤지),149,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1),아니오
반도체 박막확산 (에이치앤지),150,1,미흡·없음,아니오,키워드 1건 (5건 이하): 누출(1),아니오
반도체 박막확산 (에이치앤지),157,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1),아니오
반도체 박막확산 (에이치앤지),161,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1),아니오
반도체 박막확산 (에이치앤지),169,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1),아니오
반도체 박막확산 (에이치앤지),189,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1),아니오
반도체 박막확산 (에이치앤지),191,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1),아니오
반도체 박막확산 (에이치앤지),193,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1),아니오
반도체 박막확산 (에이치앤지),220,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의사항(1)",아니오
반도체 박막확산 (에이치앤지),223,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1),아니오
반도체 박막확산 (에이치앤지),225,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의사항(1)",아니오
반도체 박막확산 (에이치앤지),228,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의사항(1)",아니오
반도체 박막확산 (에이치앤지),232,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의사항(1)",아니오
반도체 박막확산 (에이치앤지),236,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의사항(1)",아니오
반도체 박막확산 (에이치앤지),239,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1),아니오
반도체 박막확산 (에이치앤지),241,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의사항(1)",아니오
반도체 박막확산 (에이치앤지),244,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1),아니오
반도체 박막확산 (에이치앤지),245,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1),아니오
